"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"AW LAUNDRY",*,"Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah 50254","Jl. Kesatrian","Jatingaleh","Binatu","Asia/Jakarta",*,"0858-0028-0006","0858-0028-0006, +62 858-0028-0006","YES",87,4.7,"https://search.google.com/local/reviews?placeid=ChIJ967y5YiLcC4R_j-g7dyLaIM&q=la","https://www.google.com/maps?cid=9468971997542236158",-7.0281403,110.4222053,"https://instagram.com/awlaundry04?igshid=OGQ5ZDc2ODk2ZA==","instagram.com","Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNHGI_NSj8IFZKnju4gOZJsjZwpNz6l7efM38fT",*,"0x2e708b88e5f2aef7:0x83688bdceda03ffe","ChIJ967y5YiLcC4R_j-g7dyLaIM"
"Clean Laundry",*,"XCJQ+7M6, Jl. Gn. Sari, RT.04/RW.09, Jomblang, Kec. Candisari, Kota Semarang, Ja","XCJQ+7M6","Jl. Gn. Sari","Binatu","Asia/Jakarta",*,"0852-2525-2533","0852-2525-2533, +62 852-2525-2533","NO",3,5,"https://search.google.com/local/reviews?placeid=ChIJ90m8RmOMcC4Rdc5iXzY5wMk&q=la","https://www.google.com/maps?cid=14537682502843289205",-7.0193403,110.43914099999999,,,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPWFNbl017hLkBpELNYS83iO32imPUFd0Kx6_uG",*,"0x2e708c6346bc49f7:0xc9c039365f62ce75","ChIJ90m8RmOMcC4Rdc5iXzY5wMk"
"Valentine Laundry",*,"Jl. Kagok Dalam I No.810, Wonotingal, Kec. Candisari, Kota Semarang, Jawa Tengah","Jl. Kagok Dalam I No.810","Wonotingal","Layanan Binatu","Asia/Jakarta",*,"0888-2465-084","0888-2465-084, +62 888-2465-084","YES",20,4.7,"https://search.google.com/local/reviews?placeid=ChIJ_f__v36LcC4RuhUqdAd2uhw&q=la","https://www.google.com/maps?cid=2070096753115927994",-7.0096837999999995,110.4182845,,,"Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipO5QbNyA8E31Rp0a35i_Wx63n35WC6gAlopzp8u",*,"0x2e708b7ebffffffd:0x1cba7607742a15ba","ChIJ_f__v36LcC4RuhUqdAd2uhw"
"Handika laundry",*,"Jl. Talang No.111, Candi, Kec. Candisari, Kota Semarang, Jawa Tengah 50252","Jl. Talang No.111","Candi","Binatu","Asia/Jakarta",*,,,"NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJHQf5thuNcC4RmYuzb1GO7tc&q=la","https://www.google.com/maps?cid=15559530243029175193",-7.015634899999999,110.4260621,,,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sERqmZBhuJOReYorW",*,"0x2e708d1bb6f9071d:0xd7ee8e516fb38b99","ChIJHQf5thuNcC4RmYuzb1GO7tc"
"Laundry Nasywa",*,"Jl. Jangli Krajan II No.6 blok c, RT.3/RW.6, Karanganyar Gn., Kec. Candisari, Ko","Jl. Jangli Krajan II No.6 blok c","RT.3/RW.6, Karanganyar Gn.","Binatu","Asia/Jakarta",*,"0857-4226-5187","0857-4226-5187, +62 857-4226-5187","YES",12,4.6,"https://search.google.com/local/reviews?placeid=ChIJIUv9G3eMcC4ROVEvEJcyJRE&q=la","https://www.google.com/maps?cid=1235449297176056121",-7.0280268999999995,110.4302013,,,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipOmz7uykNXjbEccLxEOcj9SqT6sAM8blAuM-nsu",*,"0x2e708c771bfd4b21:0x11253297102f5139","ChIJIUv9G3eMcC4ROVEvEJcyJRE"
"BAGAS LAUNDRY",*,"Jalan jangli tlawah 8 RT 3 RW 9 Karanganyar gunung Candisari, Jatingaleh, Kec. C","Jalan jangli tlawah 8 RT 3 RW 9 Karanganyar gunung Candisari","Jatingaleh","Binatu","Asia/Jakarta",*,"0838-6990-0254","0838-6990-0254, +62 838-6990-0254","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJL5F5-HeMcC4RsQNltGZkNNY&q=la","https://www.google.com/maps?cid=15435072215181493169",-7.0262571,110.4264506,,,"Minggu: [06.00-19.00], Senin: [06.00-19.00], Selasa: [06.00-19.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipMmVCvibgJaFlBf0_zCnaMZNyaXUHb5JF-r8htQ",*,"0x2e708c77f879912f:0xd6346466b46503b1","ChIJL5F5-HeMcC4RsQNltGZkNNY"
"Laundry Kharisma",*,"XCC9+6H4, Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah ","XCC9+6H4","Jl. Kesatrian","Layanan Binatu","Asia/Jakarta",*,"0813-2712-4323","0813-2712-4323, +62 813-2712-4323","NO",79,4.3,"https://search.google.com/local/reviews?placeid=ChIJxcfo3I6LcC4Rb7SyvSeoOYg&q=la","https://www.google.com/maps?cid=9816061751470503023",-7.0294817,110.41895459999999,,,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipOmf82rXIs-yiZfxHDYubMyvDfsfhl0YIZBn5-G",*,"0x2e708b8edce8c7c5:0x8839a827bdb2b46f","ChIJxcfo3I6LcC4Rb7SyvSeoOYg"
"Makmur Laundry",*,"Jalan Jomblang Barat II Nomor 582-A, RT.002/RW.003, Candi, Kec. Candisari, Kota ","Jalan Jomblang Barat II Nomor 582-A","RT.002/RW.003, Candi","Binatu Cucian Kering","Asia/Jakarta",*,"0896-0319-9044","0896-0319-9044, +62 896-0319-9044","YES",7,5,"https://search.google.com/local/reviews?placeid=ChIJMUafO4OMcC4R7SoDKYQ6ZHQ&q=la","https://www.google.com/maps?cid=8386892745368873709",-7.006120999999999,110.43019299999999,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPVo03Ei6rjhhhOxqJjQJXTjGwhkSK4OZ8fp57C",*,"0x2e708c833b9f4631:0x74643a8429032aed","ChIJMUafO4OMcC4R7SoDKYQ6ZHQ"
"Jleger Laundry",*,"Jl. Jomblang Sari No.10 A, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah ","Jl. Jomblang Sari No.10 A","Jomblang","Binatu","Asia/Jakarta",*,"(024) 86452757","(024) 86452757, +62 24 86452757","NO",12,4.3,"https://search.google.com/local/reviews?placeid=ChIJ2dOoOoSMcC4Ro9GBOXBP0gw&q=la","https://www.google.com/maps?cid=923888216984113571",-7.0096719,110.4344668,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOeqX6sscCh5YYsPziGA69wg2Mix0ry9dNAuxCo",9.238882169841135E+17,"0x2e708c843aa8d3d9:0xcd24f703981d1a3","ChIJ2dOoOoSMcC4Ro9GBOXBP0gw"
"Ditta Laundry",*,"XCFJ+XPV, Karanganyar Gn., Kec. Candisari, Kota Semarang, Jawa Tengah 50255","XCFJ+XPV","Karanganyar Gunung","Binatu","Asia/Jakarta",*,"0856-4004-6067","0856-4004-6067, +62 856-4004-6067","NO",4,4.8,"https://search.google.com/local/reviews?placeid=ChIJZXzS8HmMcC4Rx0UWcHdIeEc&q=la","https://www.google.com/maps?cid=5149945851716978119",-7.025002499999999,110.4317818,,,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEjOAu9bWoHC6Awhg",*,"0x2e708c79f0d27c65:0x47784877701645c7","ChIJZXzS8HmMcC4Rx0UWcHdIeEc"
"AW LAUNDRY",*,"Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah 50254","Jl. Kesatrian","Jatingaleh","Binatu","Asia/Jakarta",*,"0858-0028-0006","0858-0028-0006, +62 858-0028-0006","YES",87,4.7,"https://search.google.com/local/reviews?placeid=ChIJ967y5YiLcC4R_j-g7dyLaIM&q=la","https://www.google.com/maps?cid=9468971997542236158",-7.0281403,110.4222053,"https://instagram.com/awlaundry04?igshid=OGQ5ZDc2ODk2ZA==","instagram.com","Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipNHGI_NSj8IFZKnju4gOZJsjZwpNz6l7efM38fT",*,"0x2e708b88e5f2aef7:0x83688bdceda03ffe","ChIJ967y5YiLcC4R_j-g7dyLaIM"
"Clean Laundry",*,"XCJQ+7M6, Jl. Gn. Sari, RT.04/RW.09, Jomblang, Kec. Candisari, Kota Semarang, Ja","XCJQ+7M6","Jl. Gn. Sari","Binatu","Asia/Jakarta",*,"0852-2525-2533","0852-2525-2533, +62 852-2525-2533","NO",3,5,"https://search.google.com/local/reviews?placeid=ChIJ90m8RmOMcC4Rdc5iXzY5wMk&q=la","https://www.google.com/maps?cid=14537682502843289205",-7.0193403,110.43914099999999,,,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipPWFNbl017hLkBpELNYS83iO32imPUFd0Kx6_uG",*,"0x2e708c6346bc49f7:0xc9c039365f62ce75","ChIJ90m8RmOMcC4Rdc5iXzY5wMk"
"Valentine Laundry",*,"Jl. Kagok Dalam I No.810, Wonotingal, Kec. Candisari, Kota Semarang, Jawa Tengah","Jl. Kagok Dalam I No.810","Wonotingal","Layanan Binatu","Asia/Jakarta",*,"0888-2465-084","0888-2465-084, +62 888-2465-084","YES",20,4.7,"https://search.google.com/local/reviews?placeid=ChIJ_f__v36LcC4RuhUqdAd2uhw&q=la","https://www.google.com/maps?cid=2070096753115927994",-7.0096837999999995,110.4182845,,,"Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipO5QbNyA8E31Rp0a35i_Wx63n35WC6gAlopzp8u",*,"0x2e708b7ebffffffd:0x1cba7607742a15ba","ChIJ_f__v36LcC4RuhUqdAd2uhw"
"Handika laundry",*,"Jl. Talang No.111, Candi, Kec. Candisari, Kota Semarang, Jawa Tengah 50252","Jl. Talang No.111","Candi","Binatu","Asia/Jakarta",*,,,"NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJHQf5thuNcC4RmYuzb1GO7tc&q=la","https://www.google.com/maps?cid=15559530243029175193",-7.015634899999999,110.4260621,,,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sERqmZBhuJOReYorW",*,"0x2e708d1bb6f9071d:0xd7ee8e516fb38b99","ChIJHQf5thuNcC4RmYuzb1GO7tc"
"Laundry Nasywa",*,"Jl. Jangli Krajan II No.6 blok c, RT.3/RW.6, Karanganyar Gn., Kec. Candisari, Ko","Jl. Jangli Krajan II No.6 blok c","RT.3/RW.6, Karanganyar Gn.","Binatu","Asia/Jakarta",*,"0857-4226-5187","0857-4226-5187, +62 857-4226-5187","YES",12,4.6,"https://search.google.com/local/reviews?placeid=ChIJIUv9G3eMcC4ROVEvEJcyJRE&q=la","https://www.google.com/maps?cid=1235449297176056121",-7.0280268999999995,110.4302013,,,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00","https://lh5.googleusercontent.com/p/AF1QipOmz7uykNXjbEccLxEOcj9SqT6sAM8blAuM-nsu",*,"0x2e708c771bfd4b21:0x11253297102f5139","ChIJIUv9G3eMcC4ROVEvEJcyJRE"
"BAGAS LAUNDRY",*,"Jalan jangli tlawah 8 RT 3 RW 9 Karanganyar gunung Candisari, Jatingaleh, Kec. C","Jalan jangli tlawah 8 RT 3 RW 9 Karanganyar gunung Candisari","Jatingaleh","Binatu","Asia/Jakarta",*,"0838-6990-0254","0838-6990-0254, +62 838-6990-0254","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJL5F5-HeMcC4RsQNltGZkNNY&q=la","https://www.google.com/maps?cid=15435072215181493169",-7.0262571,110.4264506,,,"Minggu: [06.00-19.00], Senin: [06.00-19.00], Selasa: [06.00-19.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipMmVCvibgJaFlBf0_zCnaMZNyaXUHb5JF-r8htQ",*,"0x2e708c77f879912f:0xd6346466b46503b1","ChIJL5F5-HeMcC4RsQNltGZkNNY"
"Laundry Kharisma",*,"XCC9+6H4, Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah ","XCC9+6H4","Jl. Kesatrian","Layanan Binatu","Asia/Jakarta",*,"0813-2712-4323","0813-2712-4323, +62 813-2712-4323","NO",79,4.3,"https://search.google.com/local/reviews?placeid=ChIJxcfo3I6LcC4Rb7SyvSeoOYg&q=la","https://www.google.com/maps?cid=9816061751470503023",-7.0294817,110.41895459999999,,,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30","https://lh5.googleusercontent.com/p/AF1QipOmf82rXIs-yiZfxHDYubMyvDfsfhl0YIZBn5-G",*,"0x2e708b8edce8c7c5:0x8839a827bdb2b46f","ChIJxcfo3I6LcC4Rb7SyvSeoOYg"
"Makmur Laundry",*,"Jalan Jomblang Barat II Nomor 582-A, RT.002/RW.003, Candi, Kec. Candisari, Kota ","Jalan Jomblang Barat II Nomor 582-A","RT.002/RW.003, Candi","Binatu Cucian Kering","Asia/Jakarta",*,"0896-0319-9044","0896-0319-9044, +62 896-0319-9044","YES",7,5,"https://search.google.com/local/reviews?placeid=ChIJMUafO4OMcC4R7SoDKYQ6ZHQ&q=la","https://www.google.com/maps?cid=8386892745368873709",-7.006120999999999,110.43019299999999,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipPVo03Ei6rjhhhOxqJjQJXTjGwhkSK4OZ8fp57C",*,"0x2e708c833b9f4631:0x74643a8429032aed","ChIJMUafO4OMcC4R7SoDKYQ6ZHQ"
"Jleger Laundry",*,"Jl. Jomblang Sari No.10 A, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah ","Jl. Jomblang Sari No.10 A","Jomblang","Binatu","Asia/Jakarta",*,"(024) 86452757","(024) 86452757, +62 24 86452757","NO",12,4.3,"https://search.google.com/local/reviews?placeid=ChIJ2dOoOoSMcC4Ro9GBOXBP0gw&q=la","https://www.google.com/maps?cid=923888216984113571",-7.0096719,110.4344668,,,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00","https://lh5.googleusercontent.com/p/AF1QipOeqX6sscCh5YYsPziGA69wg2Mix0ry9dNAuxCo",9.238882169841135E+17,"0x2e708c843aa8d3d9:0xcd24f703981d1a3","ChIJ2dOoOoSMcC4Ro9GBOXBP0gw"
"Ditta Laundry",*,"XCFJ+XPV, Karanganyar Gn., Kec. Candisari, Kota Semarang, Jawa Tengah 50255","XCFJ+XPV","Karanganyar Gunung","Binatu","Asia/Jakarta",*,"0856-4004-6067","0856-4004-6067, +62 856-4004-6067","NO",4,4.8,"https://search.google.com/local/reviews?placeid=ChIJZXzS8HmMcC4Rx0UWcHdIeEc&q=la","https://www.google.com/maps?cid=5149945851716978119",-7.025002499999999,110.4317818,,,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEjOAu9bWoHC6Awhg",*,"0x2e708c79f0d27c65:0x47784877701645c7","ChIJZXzS8HmMcC4Rx0UWcHdIeEc"
"AM Laundry",*,"Jl. Gajah Tim. Dalam I No.9D, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Ten","Jl. Gajah Tim. Dalam I No.9D","Gayamsari","Binatu","Asia/Jakarta",*,"0823-2306-0077","0823-2306-0077, +62 823-2306-0077","YES",12,4.7,"https://search.google.com/local/reviews?placeid=ChIJbTS3x62NcC4RBjfkk7ynWsA&q=la","https://www.google.com/maps?cid=13860575231563020038",-6.993714499999999,110.45040739999999,,,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00","https://lh5.googleusercontent.com/p/AF1QipPL9Vjq52ztmHK1zQao8bfuTDIfnB9Ng9tp7fTW",*,"0x2e708dadc7b7346d:0xc05aa7bc93e43706","ChIJbTS3x62NcC4RBjfkk7ynWsA"
"Smile Laundry",*,"Jalan Kanguru Raya No.mor 62, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Ten","Jalan Kanguru Raya No.mor 62","Gayamsari","Layanan Binatu","Asia/Jakarta",*,"0857-1371-5853","0857-1371-5853, +62 857-1371-5853","YES",12,4.6,"https://search.google.com/local/reviews?placeid=ChIJ-ds_-r-McC4R7W15yCnf8Vw&q=la","https://www.google.com/maps?cid=6697379491426692589",-6.9939439,110.4496212,,,"Minggu: [05.30-21.00], Senin: [05.30-21.00], Selasa: [05.30-21.00], Rabu: [05.30","https://lh5.googleusercontent.com/p/AF1QipNwx7Bbw1agPTl4Ll23R9J98E1PwBokWsnhMDnV",*,"0x2e708cbffa3fdbf9:0x5cf1df29c8796ded","ChIJ-ds_-r-McC4R7W15yCnf8Vw"
"Family Laundry",*,"Jl. Gajah Tim. Dalam IV No.mor 37, Gayamsari, Kec. Gayamsari, Kota Semarang, Jaw","Jl. Gajah Tim. Dalam IV No.mor 37","Gayamsari","Layanan Binatu","Asia/Jakarta",*,"0895-3582-35952","0895-3582-35952, +62 895-3582-35952","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJoSVaQ8CMcC4Rz8ST_taKK4M&q=la","https://www.google.com/maps?cid=9451800898965849295",-6.993729699999999,110.4494706,,,"Minggu: [06.00-23.00], Senin: [06.00-23.00], Selasa: [06.00-23.00], Rabu: [06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dlhzEBywZjnmDnxs3",*,"0x2e708cc0435a25a1:0x832b8ad6fe93c4cf","ChIJoSVaQ8CMcC4Rz8ST_taKK4M"
