"Name","Description","Fulladdress","Street","Municipality","Categories","Time Zone","Amenities","Phone","Phones","Claimed","Review Count","Average Rating","Review URL","Google Maps URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id"
"One Up Laundry",,"Jl. Jurang Kuping, Benowo, Kec. Pakal, Surabaya, Jawa Timur 60195","Jl. Jurang Kuping","Benowo","Binatu Cucian Kering, Layanan Binatu","Asia/Jakarta",,"0852-3656-3858","0852-3656-3858, +62 852-3656-3858","YES",12,4.7,"https://search.google.com/local/reviews?placeid=ChIJvem4ZL8BeC4R-wWp4_p7Y9A&q=la","https://www.google.com/maps?cid=15015981900074911227",-7.2358625,112.608826,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipMDDsHr2oUQ6DmiyiYkN2mztiShiw3uZOcZuAuV",*,"0x2e7801bf64b8e9bd:0xd0637bfae3a905fb","ChIJvem4ZL8BeC4R-wWp4_p7Y9A"
"Loundry Benowo",,"Jl. Lap. Benowo No.VI No.28, Benowo, Kec. Pakal, Surabaya, Jawa Timur 60196","Jl. Lap. Benowo No.VI No.28","Benowo","Layanan Binatu","Asia/Jakarta",,"0813-1472-7919","0813-1472-7919, +62 813-1472-7919","YES",2,5,"https://search.google.com/local/reviews?placeid=ChIJ2zoQ6I8BeC4RrVcSep-_Yfc&q=la","https://www.google.com/maps?cid=17825739491777861549",-7.237328499999999,112.6095433,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipOw8yGodSx4TD3V7iwEUXUWl7-Rjqt0aLj-M4wF",*,"0x2e78018fe8103adb:0xf761bf9f7a1257ad","ChIJ2zoQ6I8BeC4RrVcSep-_Yfc"
"Fay Laundry",,"Jl. Raya Klakah Rejo No.3, Klakahrejo, Kec. Benowo, Surabaya, Jawa Timur 60198","Jl. Raya Klakah Rejo No.3","Klakahrejo","Binatu","Asia/Jakarta",,"0815-5463-6258","0815-5463-6258, +62 815-5463-6258","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJt-rDdzH_1y0R7Eh2XvKb5zo&q=la","https://www.google.com/maps?cid=4244532639089182956",-7.252166,112.6495885,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGbtpdn3rFil-K2MMqxDW_93LhVG3Jg",*,"0x2dd7ff3177c3eab7:0x3ae79bf25e7648ec","ChIJt-rDdzH_1y0R7Eh2XvKb5zo"
"Laundry MELATI",,"QM23+64H, Gg. 1G, Kandangan, Kec. Benowo, Surabaya, Jawa Timur 60199","QM23+64H","Gg. 1G","Layanan Binatu","Asia/Jakarta",,,,"NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJZz_r47L_1y0RiMKOmdmBInQ&q=la","https://www.google.com/maps?cid=8368393829191959176",-7.2494374,112.6528702,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z-HkAdHpcZBDLp2CJ",*,"0x2dd7ffb2e3eb3f67:0x742281d9998ec288","ChIJZz_r47L_1y0RiMKOmdmBInQ"
"Omah laundry",,"Jalan Kendung Jaya VIII No.1B, Sememi, Kec. Benowo, Surabaya, Jawa Timur 60198","Jalan Kendung Jaya VIII No.1B","Sememi","Binatu","Asia/Jakarta",,"0821-3971-2001","0821-3971-2001, +62 821-3971-2001","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJdeufOIb_1y0RWdpMZpv2F9c&q=la","https://www.google.com/maps?cid=15499127789915527769",-7.2516118999999994,112.6346105,,,"Sabtu: [08.00-21.00], Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BwzIMt26gboppdpgL",*,"0x2dd7ff86389feb75:0xd717f69b664cda59","ChIJdeufOIb_1y0RWdpMZpv2F9c"
"Lucky Lucky Lucky Laundry (4L)",,"Kendung Indah No.24, Sememi, Kec. Benowo, Surabaya, Jawa Timur 60198","Kendung Indah No.24","Sememi","Layanan Binatu","Asia/Jakarta",,"0856-4563-6466","0856-4563-6466, +62 856-4563-6466","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJYdZt9Tv_1y0Ro0L2AThaAJs&q=la","https://www.google.com/maps?cid=11169026272476414627",-7.2528429,112.6358327,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipOvYtPnjpsFBHX5NnPo-MnfNC2VFHMn5czBEI8p",*,"0x2dd7ff3bf56dd661:0x9b005a3801f642a3","ChIJYdZt9Tv_1y0Ro0L2AThaAJs"
"Laundry Yanti",,"Jl. Kendung 5 no 50a, Sememi, Kec. Benowo, Surabaya, Jawa Timur 60198","Jl. Kendung 5 no 50a","Sememi","Layanan Binatu","Asia/Jakarta",,,,"NO",7,5,"https://search.google.com/local/reviews?placeid=ChIJNaZGGAD_1y0RW54OnZPWkIs&q=la","https://www.google.com/maps?cid=10056773897401835099",-7.258426999999999,112.6368775,,,"Sabtu: [08.00-22.00], Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipOhhKDpKOgAikRGoan5hDAWIWk01IBdKM9k8Lcz",*,"0x2dd7ff001846a635:0x8b90d6939d0e9e5b","ChIJNaZGGAD_1y0RW54OnZPWkIs"
"Evita Laundry",,"No Benowo, Jl. Sememi Baru I No.5, Sememi, Kec. Benowo, Surabaya, Jawa Timur 601","No Benowo","Jl. Sememi Baru I No.5","Binatu","Asia/Jakarta",,"0851-0133-6523","0851-0133-6523, +62 851-0133-6523","NO",2,4.5,"https://search.google.com/local/reviews?placeid=ChIJjSCgBjr-1y0RD2HZvHUnOtU&q=la","https://www.google.com/maps?cid=15364636465360888079",-7.2425429999999995,112.637278,,,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPop-_hJp_oN-zow2bpRddto8kvLNakcTxGKCuS",*,"0x2dd7fe3a06a0208d:0xd53a2775bcd9610f","ChIJjSCgBjr-1y0RD2HZvHUnOtU"
"Zaki_Ra Laundry",,"Jl. Raya Klakah Rejo No.VI No. 5, Kandangan, Kec. Benowo, Surabaya, Jawa Timur 6","Jl. Raya Klakah Rejo No.VI No. 5","Kandangan","Binatu Cucian Kering","Asia/Jakarta",,"0822-5717-7547","0822-5717-7547, +62 822-5717-7547","NO",2,5,"https://search.google.com/local/reviews?placeid=ChIJq7dg-T7_1y0R_9zNZzdzKVo&q=la","https://www.google.com/maps?cid=6496850619260591359",-7.2582778,112.6473257,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1b6PaezmOgHEe6yzG",*,"0x2dd7ff3ef960b7ab:0x5a29733767cddcff","ChIJq7dg-T7_1y0R_9zNZzdzKVo"
"Cahya Laundry",,"Pondok Benowo Indah BB 9, Babat Jerawat, Kec. Pakal, Surabaya, Jawa Timur 60197","Pondok Benowo Indah BB 9","Babat Jerawat","Binatu","Asia/Jakarta",,"0812-3193-6533","0812-3193-6533, +62 812-3193-6533","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJC8Hob0L_1y0RAgGlLlTBh0I&q=la","https://www.google.com/maps?cid=4794012895663161602",-7.2330489,112.62779599999999,,,"Sabtu: [07.00-22.00], Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipNxDmo_tyXFnBqUNi335ZxDF1KKKFyUO-7Wof0Y",*,"0x2dd7ff426fe8c10b:0x4287c1542ea50102","ChIJC8Hob0L_1y0RAgGlLlTBh0I"
"RESTU LAUNDRY",,"Jl. Tembok Gede I No.6-A, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174","Jl. Tembok Gede I No.6-A","Bubutan","Binatu Cucian Kering","Asia/Jakarta",,"0881-0262-02423","0881-0262-02423, +62 881-0262-02423","YES",84,4.9,"https://search.google.com/local/reviews?placeid=ChIJu1A0dAb51y0ReM0nffcNqo8&q=la","https://www.google.com/maps?cid=10352102050072350072",-7.2534947999999995,112.72986209999999,,,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipMnGfoHP4F4V5v_PhSv2D5hffyoLoPSgiAuK4z5",*,"0x2dd7f906743450bb:0x8faa0df77d27cd78","ChIJu1A0dAb51y0ReM0nffcNqo8"
"Ayo Laundry! Surabaya",,"Jl. Semarang No.48, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60173","Semarang St No.48","Bubutan","Layanan Binatu","Asia/Jakarta",,"0852-3499-2014","0852-3499-2014, +62 852-3499-2014","YES",29,4.9,"https://search.google.com/local/reviews?placeid=ChIJa-m8oG351y0RSW58mUjA2kU&q=la","https://www.google.com/maps?cid=5033546951585197641",-7.2535248999999995,112.7285199,"https://linktr.ee/ayolaundry?fbclid=PAAaZdgCGGXFjomuhMxwGEDF0F9vTmWQBCD2hVpqB359","linktr.ee","Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipO7DIB0T8LPeTivxheIRgZmZe-gsH9sMotQCUOA",*,"0x2dd7f96da0bce96b:0x45dac048997c6e49","ChIJa-m8oG351y0RSW58mUjA2kU"
"WAS.CO Laundry",,"Jl. Kranggan No.106, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174","Jl. Kranggan No.106","Bubutan","Binatu","Asia/Jakarta",,"0811-315-692","0811-315-692, +62 811-315-692","YES",91,4.5,"https://search.google.com/local/reviews?placeid=ChIJA5G7iFf51y0RHmlofem4aVw&q=la","https://www.google.com/maps?cid=6659056837014874398",-7.2559385,112.7286614,"http://instagram.com/wasco.laundry","instagram.com","Sabtu: [06.00-22.00], Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.0","https://lh5.googleusercontent.com/p/AF1QipPYBy6I5oeG72U96PKZN0XCuzTJbsPLKM72WSJ3",*,"0x2dd7f95788bb9103:0x5c69b8e97d68691e","ChIJA5G7iFf51y0RHmlofem4aVw"
"NOLARA LAUNDRY",,"Jl. Kalibutuh No.17, Tembok Dukuh, Kec. Bubutan, Surabaya, Jawa Timur 60173","Jl. Kalibutuh No.17","Tembok Dukuh","Layanan Binatu","Asia/Jakarta",,"0813-2557-3665","0813-2557-3665, +62 813-2557-3665","YES",11,5,"https://search.google.com/local/reviews?placeid=ChIJe5kd21r51y0R_zR34TsqEKI&q=la","https://www.google.com/maps?cid=11677880270445819135",-7.2557863,112.7254102,,,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipNZGZDpuY0bOr3p99fSiiczLPhlXHhDkMclFQM=",*,"0x2dd7f95adb1d997b:0xa2102a3be17734ff","ChIJe5kd21r51y0R_zR34TsqEKI"
"SAK ERA Laundry & Dry Cleaning Service",,"Jl. Demak Timur No.I No.28, Gundih, Kec. Bubutan, Surabaya, Jawa Timur 60172","Jl. Demak Timur No.I No.28","Gundih","Binatu","Asia/Jakarta",,"0878-5203-5050","0878-5203-5050, +62 878-5203-5050","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJX4PNl0n51y0Rh4NRSOhmiRo&q=la","https://www.google.com/maps?cid=1912172664627233671",-7.2496312,112.7225936,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEhiKOXyz0It5YS9untcq4FvY1WCay-",*,"0x2dd7f94997cd835f:0x1a8966e848518387","ChIJX4PNl0n51y0Rh4NRSOhmiRo"
"Nabila Laundry",,"Jalan. Kalibutuh No. 39 A, (Asem Bagus) Bubutan, Tembok Dukuh, Kec. Bubutan, Sur","Jalan. Kalibutuh No. 39 A, (Asem Bagus) Bubutan","Tembok Dukuh","Binatu","Asia/Jakarta",,"0857-3000-9451","0857-3000-9451, +62 857-3000-9451","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJb5G8o0z51y0RWnk2-Y5-gGI&q=la","https://www.google.com/maps?cid=7097812165267454298",-7.2543033999999995,112.7166211,,,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8h4EDe8Ukw5dWEPsi",*,"0x2dd7f94ca3bc916f:0x62807e8ef936795a","ChIJb5G8o0z51y0RWnk2-Y5-gGI"
"Riyanaz LAUNDRY",,"Jl. Demak Timur Jl. Kemayoran Baru Gg. 2 No.29, Gundih, Kec. Bubutan, Surabaya, ","Jl. Demak Timur Jl. Kemayoran Baru Gg. 2 No.29","Gundih","Binatu Cucian Kering","Asia/Jakarta",,"0812-4763-3861","0812-4763-3861, +62 812-4763-3861","YES",7,5,"https://search.google.com/local/reviews?placeid=ChIJsdslvrz51y0RV-TUw1jSKAg&q=la","https://www.google.com/maps?cid=587951030056313943",-7.248307499999999,112.7229212,,,"Sabtu: [08.00-22.00], Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.0","https://lh5.googleusercontent.com/p/AF1QipPbUyOCeKdJJemQkb8oT9X5aA2iD_AsObeaL4YE",5.87951030056314E+17,"0x2dd7f9bcbe25dbb1:0x828d258c3d4e457","ChIJsdslvrz51y0RV-TUw1jSKAg"
"City laundry",,"Jl. Blauran, Sawahan, Kec. Sawahan, Surabaya, Jawa Timur 60172","Jl. Blauran","Sawahan","Layanan Binatu","Asia/Jakarta",,"0878-5430-0353","0878-5430-0353, +62 878-5430-0353","YES",76,5,"https://search.google.com/local/reviews?placeid=ChIJUwquvGz51y0RLxZgYOw-HaE&q=la","https://www.google.com/maps?cid=11609504599381120559",-7.2581329,112.7331586,,,"Sabtu: [08.00-23.00], Minggu: [Tutup], Senin: [08.00-23.00], Selasa: [08.00-23.0","https://lh5.googleusercontent.com/p/AF1QipMqEw2JzpuoCZs1SAV03mFnjlzYC5gnd_RxpoNV",*,"0x2dd7f96cbcae0a53:0xa11d3eec6060162f","ChIJUwquvGz51y0RLxZgYOw-HaE"
"VADONA LAUNDRY",,"Jl. Kalibutuh No.225C, Tembok Dukuh, Kec. Bubutan, Surabaya, Jawa Timur 60252","Jl. Kalibutuh No.225C","Tembok Dukuh","Binatu Cucian Kering","Asia/Jakarta",,"0817-308-607","0817-308-607, +62 817-308-607","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJw7N_dbb51y0Rq3849IHq0UI&q=la","https://www.google.com/maps?cid=4814887320504795051",-7.253323399999999,112.7157606,,,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2r_tPPlfPCu-SsLNx",*,"0x2dd7f9b6757fb3c3:0x42d1ea81f4387fab","ChIJw7N_dbb51y0Rq3849IHq0UI"
"DD Laundry",,"Jl. Tembok Dukuh Gg. V No.15, Tembok Dukuh, Kec. Bubutan, Surabaya, Jawa Timur 6","Jl. Tembok Dukuh Gg. V No.15","Tembok Dukuh","Layanan Binatu","Asia/Jakarta",,"0857-3017-7197","0857-3017-7197, +62 857-3017-7197","YES",9,4.9,"https://search.google.com/local/reviews?placeid=ChIJMZM7IU_51y0Rcw6d6D_BvNc&q=la","https://www.google.com/maps?cid=15545512494005816947",-7.2537769999999995,112.724401,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipPwmOaLo4tgNYKamwr9jv1To-Dw2lxgfUtLs2va",*,"0x2dd7f94f213b9331:0xd7bcc13fe89d0e73","ChIJMZM7IU_51y0Rcw6d6D_BvNc"
"Makmur Laundry",,"Jl. Bulak Cumpat Srono III No.6, RT.: 003/RW.: 002, Bulak, Kec. Bulak, Surabaya,","Jl. Bulak Cumpat Srono III No.6","RT.: 003/RW.: 002, Bulak","Binatu Cucian Kering","Asia/Jakarta",,"0857-4510-3013","0857-4510-3013, +62 857-4510-3013","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJJakYW-b51y0Rh1ftfkYuY0s&q=la","https://www.google.com/maps?cid=5432236455851022215",-7.2307397,112.7799955,,,"Sabtu: [06.00-21.00], Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.0","https://lh5.googleusercontent.com/p/AF1QipN-hPrx0PuK09cNUB8vGEEclXq6wrNQ8D0MX2QG",*,"0x2dd7f9e65b18a925:0x4b632e467eed5787","ChIJJakYW-b51y0Rh1ftfkYuY0s"
"Shi laundry",,"lapangan futsal, Bulak Setro II B No.136, Bulak, Kec. Bulak, Surabaya, Jawa Timu","lapangan futsal","Bulak Setro II B No.136","Layanan Binatu","Asia/Jakarta",,"0812-5996-5154","0812-5996-5154, +62 812-5996-5154","NO",1,5,"https://search.google.com/local/reviews?placeid=ChIJndjRslP51y0RZmgyJfIf38I&q=la","https://www.google.com/maps?cid=14041977288031103078",-7.2317285,112.78217989999999,,,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VuwLb4rV08UzA3pa9",*,"0x2dd7f953b2d1d89d:0xc2df1ff225326866","ChIJndjRslP51y0RZmgyJfIf38I"
"Bu Raniy laundry",,"Jl. Bulak Banteng Madya Gg. VII No.12 a, Sidotopo Wetan, Kec. Kenjeran, Surabaya","Jl. Bulak Banteng Madya Gg. VII No.12 a","Sidotopo Wetan","Binatu","Asia/Jakarta",,"0831-5537-4154","0831-5537-4154, +62 831-5537-4154","YES",1,5,"https://search.google.com/local/reviews?placeid=ChIJfarG0KD51y0RuCqsHZDKpkU&q=la","https://www.google.com/maps?cid=5018921555072920248",-7.219048399999999,112.7615213,,,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0","https://lh5.googleusercontent.com/p/AF1QipPJQd_bYuuEokndHnRQiELQWw5gerEEhza8tNMe",*,"0x2dd7f9a0d0c6aa7d:0x45a6ca901dac2ab8","ChIJfarG0KD51y0RuCqsHZDKpkU"
"Eradina Laundry",,"Jl. Bulak Cumpat Utara 7 No.1A, Bulak, Kec. Bulak, Surabaya, Jawa Timur 60124","Jl. Bulak Cumpat Utara 7 No.1A","Bulak","Binatu","Asia/Jakarta",,"0822-3474-3462","0822-3474-3462, +62 822-3474-3462","NO",*,*,,"https://www.google.com/maps?cid=4185547212215017008",-7.2299843,112.780428,,,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OjLDmQ9mTY6t7HWqh",*,"0x2dd7f9d8249abf4d:0x3a160d0376b3de30","ChIJTb-aJNj51y0RMN6zdgMNFjo"
