Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
AW LAUNDRY,"Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah 50254",Jatingaleh,Binatu,Asia/Jakarta,"0858-0028-0006, +62 858-0028-0006",YES,87,4.7,https://search.google.com/local/reviews?placeid=ChIJ967y5YiLcC4R_j-g7dyLaIM&q=la,https://www.google.com/maps?cid=9468971997542236158,-7.0281403,110.4222053,https://instagram.com/awlaundry04?igshid=OGQ5ZDc2ODk2ZA==,instagram.com,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNHGI_NSj8IFZKnju4gOZJsjZwpNz6l7efM38fT
Clean Laundry,"XCJQ+7M6, Jl. Gn. Sari, RT.04/RW.09, Jomblang, Kec. Candisari, Kota Semarang, Ja",Jl. Gn. Sari,Binatu,Asia/Jakarta,"0852-2525-2533, +62 852-2525-2533",NO,3,5.0,https://search.google.com/local/reviews?placeid=ChIJ90m8RmOMcC4Rdc5iXzY5wMk&q=la,https://www.google.com/maps?cid=14537682502843289205,-7.0193403,110.439141,None,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPWFNbl017hLkBpELNYS83iO32imPUFd0Kx6_uG
Valentine Laundry,"Jl. Kagok Dalam I No.810, Wonotingal, Kec. Candisari, Kota Semarang, Jawa Tengah",Wonotingal,Layanan Binatu,Asia/Jakarta,"0888-2465-084, +62 888-2465-084",YES,20,4.7,https://search.google.com/local/reviews?placeid=ChIJ_f__v36LcC4RuhUqdAd2uhw&q=la,https://www.google.com/maps?cid=2070096753115927994,-7.0096838,110.4182845,None,None,"Minggu: [09.00-17.00], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO5QbNyA8E31Rp0a35i_Wx63n35WC6gAlopzp8u
Handika laundry,"Jl. Talang No.111, Candi, Kec. Candisari, Kota Semarang, Jawa Tengah 50252",Candi,Binatu,Asia/Jakarta,None,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJHQf5thuNcC4RmYuzb1GO7tc&q=la,https://www.google.com/maps?cid=15559530243029175193,-7.015634899999999,110.4260621,None,None,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sERqmZBhuJOReYorW
Laundry Nasywa,"Jl. Jangli Krajan II No.6 blok c, RT.3/RW.6, Karanganyar Gn., Kec. Candisari, Ko","RT.3/RW.6, Karanganyar Gn.",Binatu,Asia/Jakarta,"0857-4226-5187, +62 857-4226-5187",YES,12,4.6,https://search.google.com/local/reviews?placeid=ChIJIUv9G3eMcC4ROVEvEJcyJRE&q=la,https://www.google.com/maps?cid=1235449297176056121,-7.0280269,110.4302013,None,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOmz7uykNXjbEccLxEOcj9SqT6sAM8blAuM-nsu
BAGAS LAUNDRY,"Jalan jangli tlawah 8 RT 3 RW 9 Karanganyar gunung Candisari, Jatingaleh, Kec. C",Jatingaleh,Binatu,Asia/Jakarta,"0838-6990-0254, +62 838-6990-0254",NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJL5F5-HeMcC4RsQNltGZkNNY&q=la,https://www.google.com/maps?cid=15435072215181493169,-7.0262571,110.4264506,None,None,"Minggu: [06.00-19.00], Senin: [06.00-19.00], Selasa: [06.00-19.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipMmVCvibgJaFlBf0_zCnaMZNyaXUHb5JF-r8htQ
Laundry Kharisma,"XCC9+6H4, Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah ",Jl. Kesatrian,Layanan Binatu,Asia/Jakarta,"0813-2712-4323, +62 813-2712-4323",NO,79,4.3,https://search.google.com/local/reviews?placeid=ChIJxcfo3I6LcC4Rb7SyvSeoOYg&q=la,https://www.google.com/maps?cid=9816061751470503023,-7.0294817,110.4189546,None,None,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipOmf82rXIs-yiZfxHDYubMyvDfsfhl0YIZBn5-G
Makmur Laundry,"Jalan Jomblang Barat II Nomor 582-A, RT.002/RW.003, Candi, Kec. Candisari, Kota ","RT.002/RW.003, Candi",Binatu Cucian Kering,Asia/Jakarta,"0896-0319-9044, +62 896-0319-9044",YES,7,5.0,https://search.google.com/local/reviews?placeid=ChIJMUafO4OMcC4R7SoDKYQ6ZHQ&q=la,https://www.google.com/maps?cid=8386892745368873709,-7.006120999999999,110.430193,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPVo03Ei6rjhhhOxqJjQJXTjGwhkSK4OZ8fp57C
Jleger Laundry,"Jl. Jomblang Sari No.10 A, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah ",Jomblang,Binatu,Asia/Jakarta,"(024) 86452757, +62 24 86452757",NO,12,4.3,https://search.google.com/local/reviews?placeid=ChIJ2dOoOoSMcC4Ro9GBOXBP0gw&q=la,https://www.google.com/maps?cid=923888216984113571,-7.0096719,110.4344668,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOeqX6sscCh5YYsPziGA69wg2Mix0ry9dNAuxCo
Ditta Laundry,"XCFJ+XPV, Karanganyar Gn., Kec. Candisari, Kota Semarang, Jawa Tengah 50255",Karanganyar Gunung,Binatu,Asia/Jakarta,"0856-4004-6067, +62 856-4004-6067",NO,4,4.8,https://search.google.com/local/reviews?placeid=ChIJZXzS8HmMcC4Rx0UWcHdIeEc&q=la,https://www.google.com/maps?cid=5149945851716978119,-7.025002499999999,110.4317818,None,None,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEjOAu9bWoHC6Awhg
AM Laundry,"Jl. Gajah Tim. Dalam I No.9D, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Ten",Gayamsari,Binatu,Asia/Jakarta,"0823-2306-0077, +62 823-2306-0077",YES,12,4.7,https://search.google.com/local/reviews?placeid=ChIJbTS3x62NcC4RBjfkk7ynWsA&q=la,https://www.google.com/maps?cid=13860575231563020038,-6.993714499999999,110.4504074,None,None,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipPL9Vjq52ztmHK1zQao8bfuTDIfnB9Ng9tp7fTW
Smile Laundry,"Jalan Kanguru Raya No.mor 62, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Ten",Gayamsari,Layanan Binatu,Asia/Jakarta,"0857-1371-5853, +62 857-1371-5853",YES,12,4.6,https://search.google.com/local/reviews?placeid=ChIJ-ds_-r-McC4R7W15yCnf8Vw&q=la,https://www.google.com/maps?cid=6697379491426692589,-6.9939439,110.4496212,None,None,"Minggu: [05.30-21.00], Senin: [05.30-21.00], Selasa: [05.30-21.00], Rabu: [05.30",https://lh5.googleusercontent.com/p/AF1QipNwx7Bbw1agPTl4Ll23R9J98E1PwBokWsnhMDnV
Family Laundry,"Jl. Gajah Tim. Dalam IV No.mor 37, Gayamsari, Kec. Gayamsari, Kota Semarang, Jaw",Gayamsari,Layanan Binatu,Asia/Jakarta,"0895-3582-35952, +62 895-3582-35952",NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJoSVaQ8CMcC4Rz8ST_taKK4M&q=la,https://www.google.com/maps?cid=9451800898965849295,-6.993729699999999,110.4494706,None,None,"Minggu: [06.00-23.00], Senin: [06.00-23.00], Selasa: [06.00-23.00], Rabu: [06.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dlhzEBywZjnmDnxs3
ASTRO CLEAN LAUNDRY,"Jl. Gajah Raya No.46, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah",Pandean Lamper,Binatu Cucian Kering,Asia/Jakarta,"0812-1594-2587, +62 812-1594-2587",YES,13,4.9,https://search.google.com/local/reviews?placeid=ChIJydE25guNcC4RhOxeGKhQTyw&q=la,https://www.google.com/maps?cid=3192859343722572932,-6.9955208,110.4462755,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNQkp13ZyVH_12ERDyHsZl3qODdRN18M6RwYX4I
Tian Laundry cabang,"Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50249",Kec. Gayamsari,Binatu,Asia/Jakarta,"0895-3972-52632, +62 895-3972-52632",YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJMzTUk76McC4R1DqpTWjVq7Y&q=la,https://www.google.com/maps?cid=13162848979876657876,-6.9913135,110.4452325,None,None,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipO77uf_BGltqlNRISuCW0lkhbTVe0UvHqBfG4MY
Denis Laundry,"Jalan Sanggrahan No 19 Melati Baru semarang timur, Siwalan, Kec. Gayamsari, Kota",Siwalan,Binatu,Asia/Jakarta,"0857-4078-9033, +62 857-4078-9033",NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJOb-e-bWMcC4R9iew9kZheYo&q=la,https://www.google.com/maps?cid=9978113406830389238,-6.978737499999999,110.4497757,None,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=78ZXgq1qlk3Um5cX6
Cakrawala Laundry,"Jl. Kanguru Tengah No.4B, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah ",Gayamsari,Binatu Cucian Kering,Asia/Jakarta,"0810-1724-456, +62 810-1724-456",NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJQ-jdLOuMcC4Rc2tIrkGuwzc&q=la,https://www.google.com/maps?cid=4018246889664703347,-6.9974696,110.4501283,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MGBITinWd4Ou8g_Wi
FLASH LAUNDRY EXPRESS CABANG JOLOTUNDO,"Jl. Jolotundo No.23, Sambirejo, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50166",Sambirejo,Layanan Binatu,Asia/Jakarta,"0858-7698-4888, +62 858-7698-4888",YES,40,4.9,https://search.google.com/local/reviews?placeid=ChIJewRxNcCNcC4RyTx0u0OM4TM&q=la,https://www.google.com/maps?cid=3738423388229876937,-6.9858012,110.4459154,https://www.flashlaundryexpress.com/,flashlaundryexpress.com,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipN-AM79gU8uG71Z_l9VcTsNM0b12tygzXRZr9o=
LESTARI LAUNDRY,"2F42+GPM, Jl. Gajah Tim. Dalam I, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa",Jl. Gajah Tim. Dalam I,Layanan Binatu,Asia/Jakarta,"0857-0127-8588, +62 857-0127-8588",NO,3,5.0,https://search.google.com/local/reviews?placeid=ChIJ-RZu8QCNcC4RaIxvNZEBL1Y&q=la,https://www.google.com/maps?cid=6210184134345591912,-6.9936636,110.45181,None,None,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipMVzxyFqz3JXkM3hZIK2k0Mo0XhUnEZgQFHQvOY
Datho Laundry,"Jl. Purwosari 2, Tambakrejo, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50174",Tambakrejo,Binatu,Asia/Jakarta,"0852-2511-0793, +62 852-2511-0793",YES,2,5.0,https://search.google.com/local/reviews?placeid=ChIJmwgXO4jzcC4RCgEAMdFOdGo&q=la,https://www.google.com/maps?cid=7670842725696012554,-6.9571286,110.4437635,None,None,"Minggu: [11.00-16.15], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOkQABzxn1pY6vGbMvgTtnWie2olTUpyI_j0EI6
NN Laundry UNNES,"W9XW+H4W, Jl. Taman Siswa, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50",Jl. Taman Siswa,Layanan Binatu,Asia/Jakarta,"0856-4043-9997, +62 856-4043-9997",NO,174,5.0,https://search.google.com/local/reviews?placeid=ChIJL4n8AACLcC4R4IlaiS6k2RA&q=la,https://www.google.com/maps?cid=1214182094332922336,-7.0510123,110.3953414,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMvTJcphkEP1kTubru7gulGp9uKi9N48Mqg3zb4
Laundry O,"Gg. Cemp. Sari No.41, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229",Sekaran,Layanan Binatu,Asia/Jakarta,"0813-9026-2458, +62 813-9026-2458",YES,186,5.0,https://search.google.com/local/reviews?placeid=ChIJ2Z4MT6iLcC4RyghZ4cmNINs&q=la,https://www.google.com/maps?cid=15789776191769610442,-7.0536735,110.3967673,None,None,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipME70yTJ1gBGCViI-kI4nSfhZpXgG1LE0sF7DRV
Ummul Laundry,"W98Q+7G4, Pakintelan, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50227",Pakintelan,Binatu Cucian Kering,Asia/Jakarta,"0856-4180-5008, +62 856-4180-5008",NO,10,4.8,https://search.google.com/local/reviews?placeid=ChIJOWRybQ6JcC4Rs8GwUJOlO3E&q=la,https://www.google.com/maps?cid=8159297202044322227,-7.0843528,110.3888266,None,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNkbUPTgjJUkUfjzwBguSXj9S8C2SQfNSi8wv3u
YUQITA LAUNDRY,"Jl. Pete Raya, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229",Sekaran,Layanan Binatu,Asia/Jakarta,"0852-2793-3932, +62 852-2793-3932",YES,16,4.8,https://search.google.com/local/reviews?placeid=ChIJy1HfD9-LcC4RuXPMy2bfyeQ&q=la,https://www.google.com/maps?cid=16485953543565243321,-7.0560218,110.3986633,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNpx15HxAKCj_uoH6euXih3PuAIoZNG4kyzerKy
Best Laundry Self Service,"W9WV+9WW, Jl. Taman Siswa, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50",Jl. Taman Siswa,Layanan Binatu,Asia/Jakarta,"0857-8627-4780, +62 857-8627-4780",NO,89,5.0,https://search.google.com/local/reviews?placeid=ChIJJRZmKwCLcC4RJqzdACfrPps&q=la,https://www.google.com/maps?cid=11186637077185670182,-7.054009499999999,110.3948213,None,None,"Minggu: [07.00-02.00], Senin: [07.00-02.00], Selasa: [07.00-02.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMOEP8H1oOS8UZPMDj-2h3q69G87Cq6xNdVEyj1
Laundry Room UNNES,"Jl. Pete Raya No.04, RT.05/RW.1, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Ten","RT.05/RW.1, Sekaran","Layanan Binatu, Pusat Bisnis, Jasa Pembersih Karpet, Pemasok peralatan binatu ya",Asia/Jakarta,"0857-4135-2710, +62 857-4135-2710",YES,184,4.9,https://search.google.com/local/reviews?placeid=ChIJyaK3y9aLcC4RbZ_U8765hsY&q=la,https://www.google.com/maps?cid=14305325496174681965,-7.056887799999999,110.3981034,None,None,"Minggu: [08.00-20.30], Senin: [08.00-20.30], Selasa: [08.00-20.30], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO1aNbIawIDzCJ7eX3PqgpO2xmRf0aL599e5VGB
Anugrah Laundry,"Jl. Raya Manyaran-Gunungpati No.30, Gunungpati, Kec. Gn. Pati, Kota Semarang, Ja",Gunungpati,Binatu,Asia/Jakarta,"0813-9023-0320, +62 813-9023-0320",NO,9,4.6,https://search.google.com/local/reviews?placeid=ChIJdZtCx7uJcC4Rs3gliqCpqTk&q=la,https://www.google.com/maps?cid=4155038638203566259,-7.0864408,110.3619056,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPjwjCOFCSLdMfieeQst_ZO4a5LCGxW4mxOdqfz
BKH Laundry,"Jl. Raya Cangkiran-Gunungpati, Gunungpati, Kec. Mijen, Kota Semarang, Jawa Tenga",Gunungpati,Binatu Cucian Kering,Asia/Jakarta,"0821-3254-2948, +62 821-3254-2948",YES,8,4.8,https://search.google.com/local/reviews?placeid=ChIJ-8dZ1XNjcC4RnY7tmxAq0Yo&q=la,https://www.google.com/maps?cid=10002822498190462621,-7.0873108,110.3117935,None,None,"Minggu: [06.30-19.30], Senin: [06.30-19.30], Selasa: [06.30-19.30], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipO9EVF5aXVffZyEpGS3AOf9gZFJYx9Dst_wSFKO
LAUNDRY PAPA JL TAMAN SISWA,"Jl. Taman Siswa No.8b, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229",Sekaran,Binatu,Asia/Jakarta,"0896-7101-5466, +62 896-7101-5466",YES,52,5.0,https://search.google.com/local/reviews?placeid=ChIJy83p-2iLcC4RXu0LCaRI014&q=la,https://www.google.com/maps?cid=6832884929014787422,-7.0529325,110.3950365,https://www.instagram.com/papa_laundryy?igsh=N2JrbnEwYXNvODg5&utm_source=qr,instagram.com,"Minggu: [09.00-22.00], Senin: [09.00-22.00], Selasa: [09.00-22.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipMTqZNMI6dqFjXBPUYcWBVYoGmq2Qp2BEr-cyOE
Bebek Laundry Gunungpati,"Jl. Raya Banaran No.105, Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 5022",Sekaran,Layanan Binatu,Asia/Jakarta,"0813-1991-4418, +62 813-1991-4418",NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJK6IO8VuLcC4RaGU6zFwjnKA&q=la,https://www.google.com/maps?cid=11573164023905674600,-7.0458881,110.3906117,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T3ksxcmLDzLr9V_FO
Cahaya Laundry Mijen,"Jalan Wonolopo Rt 01 Rw 10, Wonolopo, Mijen, Wonolopo, Kec. Mijen, Kota Semarang",Wonolopo,Layanan Binatu,Asia/Jakarta,"0896-1935-0886, +62 896-1935-0886",YES,17,4.7,https://search.google.com/local/reviews?placeid=ChIJR6xJF-5hcC4Rmm6BPO3PW08&q=la,https://www.google.com/maps?cid=5718392769706290842,-7.0507467,110.3141468,None,None,"Minggu: [06.30-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipOtaQq9my-5Tyth09CwFSFBAIoFeSgJF3qzUXxU
Amanah Laundry and Shoes Care,"W8X9+HRM, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",Mijen,Binatu,Asia/Jakarta,"0851-5899-2825, +62 851-5899-2825",NO,10,5.0,https://search.google.com/local/reviews?placeid=ChIJ1zPae7JhcC4RqglKjaVHLnI&q=la,https://www.google.com/maps?cid=8227592345618090410,-7.0511003,110.3195303,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNnSoSh_Dknz-JwQXytVBGetmZJi6CI6GY9z155
